Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,adj_pvalue,Gene_name
ENSMUSG00000042043,238.4414972605273,0.09661885641986803,0.25661418876532505,0.3765140847617996,0.7065347464342325,0.9995592180070957,Tbca
ENSMUSG00000042042,57.294414842059645,0.5905467425769784,0.7229533630136988,0.8168531647950691,0.41401234561866285,0.9995592180070957,Csgalnact2
ENSMUSG00000042032,14.783104300055571,0.28484782112877444,0.84597557259416,0.33670927430599057,0.7363360713363352,0.9995592180070957,Mat2b
ENSMUSG00000042029,62.421027116180234,-0.735233079184282,0.5602346119832674,-1.312366396966279,0.1893965391149861,0.9995592180070957,Ncapg2
ENSMUSG00000042015,351.5008951914638,-0.08541754371306777,0.1942672633003506,-0.43969087875092133,0.6601610097185069,0.9995592180070957,Wdr41
ENSMUSG00000042010,155.1916331004381,-0.32972761692448155,0.5144822017221891,-0.6408921743468367,0.5215927405993759,0.9995592180070957,Acacb
ENSMUSG00000041878,9.637069888747444,0.02266821794244062,0.9329530184453381,0.02429727702710547,0.9806154851087965,0.9995592180070957,8430432A02Rik
ENSMUSG00000041997,730.1931076868437,-0.18375712862386764,0.20752541892445503,-0.8854680529075829,0.37590424266510125,0.9995592180070957,Tlk1
ENSMUSG00000041992,172.02580608781832,0.22962248420989625,0.2837720432478618,0.8091793736331228,0.4184119774657119,0.9995592180070957,Rapgef5
ENSMUSG00000042428,2161.556251838297,0.008477422234004087,0.18921335448051954,0.044803509019110385,0.9642639281106219,0.9995592180070957,Mgat3
ENSMUSG00000041986,9.186086574238644,0.3128183989991474,0.8588117510722548,0.364245597022378,0.7156746206684839,0.9995592180070957,Elmod1
ENSMUSG00000041984,21.064220202978998,0.5818986147578986,0.6409642421497491,0.9078487948192733,0.36395811423785585,0.9995592180070957,Rptn
ENSMUSG00000041977,289.7446141693382,0.19175884470521048,0.2579657811547188,0.7433499274471612,0.45726985129874387,0.9995592180070957,Arhgef11
ENSMUSG00000041975,240.33863694197598,-0.2899982113616393,0.2604387356807127,-1.1134987681600685,0.26549427708430406,0.9995592180070957,Mettl8
ENSMUSG00000041974,190.63323074846886,0.07832693689862376,0.25619391626814175,0.3057330089628045,0.7598079384290811,0.9995592180070957,Spidr
ENSMUSG00000042429,81.71548389904066,-0.22085560152422595,0.3508746423247559,-0.629443040001194,0.5290590481161699,0.9995592180070957,Adora1
ENSMUSG00000041995,411.9803105726391,-0.09117191236318027,0.2583231897854294,-0.35293738993742785,0.724135379174776,0.9995592180070957,Zbed3
