Geneid,age3_SRR9126950,age3_SRR9127139,age3_SRR9127244,age18_SRR9126754,age18_SRR9126924,age18_SRR9127382,age18_SRR9127568
ENSMUSG00000026153,568,659,346,613,621,814,686
ENSMUSG00000143955,0,1,0,0,0,0,3
ENSMUSG00000102398,16,13,2,14,8,0,4
ENSMUSG00000122847,22,51,9,52,39,7,19
ENSMUSG00000097670,0,5,2,2,13,0,3
ENSMUSG00000026147,3,11,3,40,19,8,17
ENSMUSG00000026141,137,148,19,158,172,49,106
ENSMUSG00000125396,6,10,1,8,23,0,0
ENSMUSG00000125434,2,0,0,6,2,0,0
ENSMUSG00000077463,0,0,2,0,0,0,0
ENSMUSG00000099997,2,7,2,18,6,2,9
ENSMUSG00000100131,17,15,25,12,19,31,26
ENSMUSG00000067736,18,17,7,18,36,20,23
ENSMUSG00000138098,5,9,1,29,22,4,9
ENSMUSG00000101939,0,0,0,0,0,0,0
ENSMUSG00000101111,88,58,97,75,90,78,69
ENSMUSG00000100862,75,50,72,23,50,55,79
ENSMUSG00000102070,40,55,37,33,58,32,41
ENSMUSG00000101249,27,24,26,32,72,13,43
ENSMUSG00000127021,5,21,10,19,14,18,10
ENSMUSG00000073725,2331,2388,1092,2261,2718,2913,1512
ENSMUSG00000133176,0,0,0,0,7,0,0
ENSMUSG00000129414,0,0,0,1,0,0,0
ENSMUSG00000143216,0,3,0,4,5,0,6
ENSMUSG00000100808,1,0,0,2,0,0,0
ENSMUSG00000130976,8,0,0,2,0,0,9
ENSMUSG00000100483,2,2,0,4,7,1,1
ENSMUSG00000135830,4,0,2,4,1,1,0
ENSMUSG00000100450,4,4,0,0,2,0,0
ENSMUSG00000099392,1,0,0,19,3,0,1
ENSMUSG00000122244,1,12,11,48,12,0,6
ENSMUSG00000033569,57,57,15,104,126,37,33
ENSMUSG00000080849,0,3,0,0,0,0,0
ENSMUSG00000122289,6,0,1,0,0,0,1
ENSMUSG00000104257,0,1,0,0,0,0,0
ENSMUSG00000119153,0,0,0,0,0,0,0
ENSMUSG00000102296,0,3,4,0,1,0,0
ENSMUSG00000103209,2,8,2,2,14,0,26
ENSMUSG00000104027,4,20,2,22,18,11,10
ENSMUSG00000102407,8,6,0,14,12,12,0
ENSMUSG00000103214,18,0,6,55,41,14,5
ENSMUSG00000104100,6,6,0,31,10,2,3
ENSMUSG00000084740,0,4,5,0,0,0,0
ENSMUSG00000103889,10,18,4,7,18,4,6
ENSMUSG00000101301,4,0,0,10,12,0,4
ENSMUSG00000104221,4,9,0,5,20,0,11
ENSMUSG00000102250,28,20,10,75,29,12,8
ENSMUSG00000102317,15,14,0,20,26,12,0
ENSMUSG00000133748,1,4,0,4,3,0,2
ENSMUSG00000103563,12,4,6,15,16,2,1
ENSMUSG00000102465,8,18,0,26,20,15,20
ENSMUSG00000102659,0,0,0,6,17,6,3
ENSMUSG00000103924,6,15,0,31,6,6,14
ENSMUSG00000104132,15,38,10,27,85,31,10
ENSMUSG00000102747,42,38,17,77,122,39,48
ENSMUSG00000102386,8,0,0,12,1,4,5
ENSMUSG00000103004,0,0,4,2,2,0,1
ENSMUSG00000144247,0,0,0,0,0,0,0
ENSMUSG00000135201,0,0,0,0,0,0,0
ENSMUSG00000104516,1,0,0,0,1,0,4
ENSMUSG00000130306,3,3,4,9,4,3,2
ENSMUSG00000101618,0,0,2,5,2,0,0
ENSMUSG00000099458,0,0,0,0,2,0,3
ENSMUSG00000088111,0,0,0,0,0,0,0
ENSMUSG00000140232,19,9,5,25,15,1,10
ENSMUSG00000073722,0,2,0,13,18,0,0
ENSMUSG00000119695,0,1,0,0,1,0,2
ENSMUSG00000133566,3,5,0,6,18,0,0
ENSMUSG00000100310,1,0,0,8,3,0,3
ENSMUSG00000129952,2,5,8,6,10,2,10
ENSMUSG00000101514,70,86,30,68,105,92,70
ENSMUSG00000101033,0,3,0,0,1,0,3
ENSMUSG00000101372,0,6,0,8,14,0,6
ENSMUSG00000129466,0,8,0,0,2,0,0
ENSMUSG00000141222,2,0,0,0,1,0,0
ENSMUSG00000139702,2,1,4,1,8,0,2
ENSMUSG00000103241,0,0,0,2,2,0,4
ENSMUSG00000086240,10,7,2,19,8,2,6
ENSMUSG00000138065,3,9,9,10,2,1,14
